Hospital_Name,Hospital_Type,Address,contact,Specialities
PHC-NARAYANPUR,Government-DPH,"Yadadri, Narayanapur, -",Dr.Deepthi (9542620501),M2 - General Medicine
PHC-NARAYANRAOPET,Government-DPH,"Siddipet, Siddipet Urban, -",Dr.Md.Azeemudhin (7036031508),M2 - General Medicine
PHC-NARKUDA PHC,Government-DPH,"Rangareddy, Shamshabad, -",Dr Divya Sri (9100003939),M2 - General Medicine
PHC-NARMETTA,Government-DPH,"Jangaon, Narmetta, -",Dr.Purna Chander (9989758056),M2 - General Medicine
PHC-NARMETTA,Government-DPH,"Jangaon, Narmetta, -",Dr.Moses Raju (8309730837),M2 - General Medicine
PHC-NARSAPUR G,Government-DPH,"Nirmal, Narsapur G, -",Dr Ashish Reddy (9640190162),M2 - General Medicine
PHC-NARSINGHI,Government-DPH,"Medak, Narsingi, -",Dr.Rakesh Singh (9502550027),M2 - General Medicine
PHC-NASPUR,Government-DPH,"Mancherial, Naspur, Naspur",Dr. Archana (8074443610),M2 - General Medicine
PHC-NAVALGA,Government-DPH,"Vikarabad, Basheerabad, -",Dr Sara Masoor (9160584090),M2 - General Medicine
PHC-NAWABPET,Government-DPH,"Mahabubnagar, Nawabpet, -",Dr Vijaya Laxmi (9948035152),M2 - General Medicine
PHC-NEKKONDA,Government-DPH,"Warangal, Nekkonda, -",Dr T Ramesh (9704246249),M2 - General Medicine
PHC-NELAKONDAPALLI,Government-DPH,"Khammam, Nelakondapally, -",Dr.Srinivas (),M2 - General Medicine
PHC-NELLIKUDURU,Government-DPH,"Mahabubabad, Mahbubabad, -",Dr.Veda Kiran (9177042143),M2 - General Medicine
PHC-NELLIKUDURU,Government-DPH,"Mahabubabad, Mahbubabad, -",Dr.Sravan Kumar (9849553534),M2 - General Medicine
PHC-NENNAL,Government-DPH,"Mancherial, Nennel, -",Dr. Srinivas (9849732157),M2 - General Medicine
PHC-NERADIGONDA,Government-DPH,"Adilabad, Neradigonda, -",Dr K Anand Kumar (9866545900),M2 - General Medicine
PHC-NERADIGONDA,Government-DPH,"Adilabad, Neradigonda, -",Lavanya (8328167586),M2 - General Medicine
PHC-NEREDUCHERLA,Government-DPH,"Suryapet, Nereducherla, -",Dr.A.Nagaiah (9247221343),M2 - General Medicine
PHC-NERELLA,Government-DPH,"Rajanna, Thangallapalli, -",Dr.B.Supriya (9160540051),M2 - General Medicine
PHC-NIZAMPET,Government-DPH,"Sangareddy, Narayankhed, -",Dr.Rizwan (7032371732),M2 - General Medicine
PHC-NIZAMSAGAR,Government-DPH,"Kamareddy, Nizamsagar, Yellareddy",Dr.R.Radhakishan (8919226773),M2 - General Medicine
PHC-NOOTHANKAL,Government-DPH,"Suryapet, Nuthankal, -",Dr.Jagadeeswar (8465842051),M2 - General Medicine
PHC-NYALKAL,Government-DPH,"Sangareddy, Nyalkal, -",Dr Swetha Priya (9676353716),M2 - General Medicine
PHC-NYALKAL,Government-DPH,"Sangareddy, Nyalkal, -",Dr Navaneeth (9655418808),M2 - General Medicine
PHC-Narasapuram,Government-DPH,"Badradri, Cherla, -",Dr. B. Balaji (9493010752),M2 - General Medicine
PHC-OBULKESHWAPUR,Government-DPH,"Jangaon, Jangaon, -",Dr.Ashok Kumar (9948874250),M2 - General Medicine
PHC-ODELA,Government-DPH,"Peddapalli, Odela, -",Dr.T.Praveen Kumar (9247198534),M2 - General Medicine
PHC-PADRA,Government-DPH,"Nagarkurnool, Telkapalle, -",Dr. M. Tara Singh (9848094597),M2 - General Medicine
PHC-PADRA,Government-DPH,"Nagarkurnool, Telkapalle, -",Dr. K. Mounika (7995213181),M2 - General Medicine
PHC-PAIDIPALLY,Government-DPH,"Hanamkonda, Hanamkonda, Warangal",Dr. G Mohan Singh (9885949508),M2 - General Medicine
PHC-PAIDIPALLY,Government-DPH,"Hanamkonda, Hanamkonda, Warangal",Dr P Sushma (9573560954),M2 - General Medicine
PHC-PALEM,Government-DPH,"Khammam, Khammam (Rural), -",Dr G Sreedevi (7032687473),M2 - General Medicine
PHC-PANGAL,Government-DPH,"Wanaparthy, Pangal, -",Dr Ramu (7702701772),M2 - General Medicine
PHC-PAPANNAPET,Government-DPH,"Medak, Papannapet, -",Dr. Hariprasad (8500201229),M2 - General Medicine
PHC-PARVATHAGIRI,Government-DPH,"Warangal, Parvathagiri, -",Dr.N.Gopal Rao (6281952139),M2 - General Medicine
PHC-PARVATHAGIRI,Government-DPH,"Warangal, Parvathagiri, -",Dr.K.Prashanthi (9553867889),M2 - General Medicine
PHC-PATLOOR,Government-DPH,"Vikarabad, Marpally, -",Dr. Ch. Ambica (9985259140),M2 - General Medicine
PHC-PEBBAIR,Government-DPH,"Wanaparthy, Pebbair, Pebbair",Dr Srujana (8919656536),M2 - General Medicine
PHC-PEBBAIR,Government-DPH,"Wanaparthy, Pebbair, Pebbair",Dr Saisree (9550710121),M2 - General Medicine
PHC-PEDDAGOPATHI,Government-DPH,"Khammam, Konijerla, -",Dr.K. Ramesh (9849185182),M2 - General Medicine
PHC-PEDDAGOPATHI,Government-DPH,"Khammam, Konijerla, -",K. Ashok Kumar (9949684773),M2 - General Medicine
PHC-PEDDAKODAPGAL,Government-DPH,"Kamareddy, Pedda Kodapgal, -",Dr.B.Sharath Kumar (9494714906),M2 - General Medicine
PHC-PEDDAKOTHAPALLY,Government-DPH,"Nagarkurnool, Peddakothapalle, -",Dr.B Shravan Kumar (9553942254),M2 - General Medicine
PHC-PEDDAMANDADI,Government-DPH,"Wanaparthy, Peddamandadi, -",Dr.Ismail (9059563318),M2 - General Medicine
PHC-PEDDAMANDADI,Government-DPH,"Wanaparthy, Peddamandadi, -",Saiteja (9886503352),M2 - General Medicine
PHC-PEDDAMUDDUNOOR,Government-DPH,"Nagarkurnool, Nagarkurnool, -",Dr Dasaratham (9052584810),M2 - General Medicine
PHC-PEDDASHAPUR,Government-DPH,"Rangareddy, Shamshabad, -",Dr Mariyam Fatima (9542068046),M2 - General Medicine
PHC-PEDDEMUL,Government-DPH,"Vikarabad, Peddemul, -",Dr. G. Nishitha (9652099435),M2 - General Medicine
PHC-PEDDUR,Government-DPH,"Nagarkurnool, Telkapalle, -",Dr.A.Dasaratham (7013501024),M2 - General Medicine
PHC-PEMBI,Government-DPH,"Nirmal, Pembi, -",Dr Jadhav Subash (9848871196),M2 - General Medicine
PHC-PENCHIKALDINNA,Government-DPH,"Suryapet, Nereducherla, -",Dr.D.Harikishan (9246532522),M2 - General Medicine
PHC-PENCHIKALPETA,Government-DPH,"Komaram Bheem, Penchicalpet, -",Dr .Musthafa (9885850583),M2 - General Medicine
PHC-PENPAHAD,Government-DPH,"Suryapet, Penpahad, -",Dr.M.Vinayanand (9966321123),M2 - General Medicine
PHC-PENPAHAD,Government-DPH,"Suryapet, Penpahad, -",Dr.Ch.Manideep (6303496122),M2 - General Medicine
PHC-PENTLAVELLY,Government-DPH,"Nagarkurnool, Pentlavelli, -",Dr.S.Chandrashekar (9652772025),M2 - General Medicine
PHC-PERUR,Government-DPH,"Mahabubnagar, Devarakadara, -",Dr.Nageshajmeera (9949377875),M2 - General Medicine
PHC-PHC PEDDAVOORA,Government-DPH,"Nalgonda, Peddavoora, -",Dr. Shankar Pendem (9010605868),M2 - General Medicine
PHC-PHCTALELMA,Government-DPH,"Sangareddy, Andole, -",Dr.M.Shanker (9505582348),M2 - General Medicine
PHC-POCHAMPAD,Government-DPH,"Nizamabad, Mendora, -",Dr.K. Nayana Reddy (9502494740),M2 - General Medicine
PHC-POCHAMPALLY,Government-DPH,"Yadadri, Pochampally, Pochamapally",Dr. Yadagiri (9849892717),M2 - General Medicine
PHC-POCHAMPALLY,Government-DPH,"Yadadri, Pochampally, Pochamapally",Dr. Ranjith (),M2 - General Medicine
PHC-PODICHANPALLY,Government-DPH,"Medak, Papannapet, -",Dr.Vishal (9440428018),M2 - General Medicine
PHC-POTHANGAL,Government-DPH,"Nizamabad, Kotgiri, -",Dr.M.Vidya Ranwalkar (93922 23210),M2 - General Medicine
PHC-POTHGAL,Government-DPH,"Rajanna, Mustabad, -",Dr.B.Sanjeev (8074588872),M2 - General Medicine
PHC-POTHGAL,Government-DPH,"Rajanna, Mustabad, -",Dr.Ch.Kapila Sai (9100152973),M2 - General Medicine
PHC-PUDUR,Government-DPH,"Vikarabad, Pudur, -",Dr. P. Sudhakar Reddy (9441296129),M2 - General Medicine
PHC-PULKAL,Government-DPH,"Kamareddy, Bichkunda, -",Dr.T.Mamatha (8019597059),M2 - General Medicine
PHC-PULKAL,Government-DPH,"Sangareddy, Pulkal, -",Nrupen Chakravarthy (9000554345),M2 - General Medicine
PHC-PULKAL,Government-DPH,"Sangareddy, Pulkal, -",Abdul Razaaq (9989060813),M2 - General Medicine
PHC-PULLUR,Government-DPH,"Siddipet, Siddipet Urban, -",Dr.Md.Azeemudhin (7036031508),M2 - General Medicine
PHC-PUTNUR,Government-DPH,"Peddapalli, Palakurthy, -",Dr P Swapna (8555939199),M2 - General Medicine
PHC-Parnasala,Government-DPH,"Badradri, Dummugudem, -",Dr. B. Balaji (9493010753),M2 - General Medicine
PHC-Patwarigudem,Government-DPH,"Badradri, Dammapeta, -",Dr. K. Prathyusha (8985337850),M2 - General Medicine
PHC-Pegadapalli,Government-DPH,"Jagtial, Pegadapalli, -",Dr.D.Naresh (9885762554),M2 - General Medicine
PHC-Pegadapalli,Government-DPH,"Jagtial, Pegadapalli, -",Dr.R.Chaitanya Rani (9885762554),M2 - General Medicine
PHC-Penagadapa,Government-DPH,"Badradri, Chunchupalli, -",Dr.G.Vani (8309904362),M2 - General Medicine
PHC-Penagadapa,Government-DPH,"Badradri, Chunchupalli, -",Dr.L.Anudeep (9440564246),M2 - General Medicine
PHC-Pinapaka,Government-DPH,"Badradri, Pinapaka, -",Dr.B Prasad (9666191991),M2 - General Medicine
PHC-Pittabongaram,Government-DPH,"Adilabad, Indervelly, -",Dr. M Sridhar (6303213481),M2 - General Medicine
PHC-Puthlibowli,Government-DPH,"Adilabad, Adilabad Urban, Adilabad",Dr.A.Vamshikrshna (6302510093),M2 - General Medicine
PHC-Puthlibowli,Government-DPH,"Adilabad, Adilabad Urban, Adilabad",Dr Alekya (9676764714),M2 - General Medicine
PHC-QUTHBULLAPUR,Government-DPH,"Medchal, Dundigal Gandimaisamma, GHMC",Dr.Y.Nirmala (94402 17455),M2 - General Medicine
PHC-RACHULUR,Government-DPH,"Rangareddy, Kandukur, -",Dr.Harinath (9885214546),M2 - General Medicine
PHC-RACHULUR,Government-DPH,"Rangareddy, Kandukur, -",Pulendra Naidu (8497961243),M2 - General Medicine
PHC-RAGAVAPUR,Government-DPH,"Peddapalli, Peddapalli, -",Dr K Mamatha (9390776865),M2 - General Medicine
PHC-RAGHUNATHPALLE,Government-DPH,"Jangaon, Raghunathpalle, -",Dr.Sravanthi (9010595887),M2 - General Medicine
PHC-RAGHUNATHPALLE,Government-DPH,"Jangaon, Raghunathpalle, -",Dr.Sriteja (7032876122),M2 - General Medicine
PHC-RAGHUPATHIPET,Government-DPH,"Nagarkurnool, Kalwakurthy, -",Dr Md Babar (9908765801),M2 - General Medicine
PHC-RAGHUPATHIPET,Government-DPH,"Nagarkurnool, Kalwakurthy, -",Dr Pradeep Kumar (9052226853),M2 - General Medicine
PHC-RAGINEDU,Government-DPH,"Peddapalli, Peddapalli, -",Dr.P.Phanindra (9866399529),M2 - General Medicine
PHC-RAIKODE,Government-DPH,"Sangareddy, Raikode, -",Dr Sravan Kumar V (7032704913),M2 - General Medicine
PHC-RAIPOLE,Government-DPH,"Siddipet, Raipole, -",Dr.S.Sreedhar (9963997535),M2 - General Medicine
PHC-RAJAMPET,Government-DPH,"Kamareddy, Rajampet, -",Dr.Idris Gori (9701686723),M2 - General Medicine
PHC-RAJAPET,Government-DPH,"Yadadri, Rajapet, -",Dr. Rajender (8341132053),M2 - General Medicine
PHC-RAJAPUR,Government-DPH,"Mahabubnagar, Rajapur, -",Dr.Prathap Chauhan (6281775062),M2 - General Medicine
PHC-RAJGOPALPET,Government-DPH,"Siddipet, Siddipet Urban, -",Dr Radhika (9618595916),M2 - General Medicine
PHC-RAJOLI,Government-DPH,"Jogulamba, Rajoli, -",Dr A.Malakondaiah (9440075451),M2 - General Medicine
PHC-RAMADUGU,Government-DPH,"Karimnagar, Ramadugu, -",Dr.Srinivas (9848873610),M2 - General Medicine
PHC-RAMAGUNDAM,Government-DPH,"Peddapalli, Ramagundam, -",Dr.P.Krupabai (9866176563),M2 - General Medicine
PHC-RAMAIAHGUDA,Government-DPH,"Vikarabad, Vikarabad, VIKARABAD",Dr C. Vinod Reddy (8179779060),M2 - General Medicine
PHC-RAMAKKAPET,Government-DPH,"Siddipet, Dubbak, -",Dr P Karthik (8019915900),M2 - General Medicine
PHC-RAMANNAPET,Government-DPH,"Yadadri, Ramannapeta, -",Dr.E Venkatesham (9515942635),M2 - General Medicine
PHC-RAMAREDDY,Government-DPH,"Kamareddy, Kamareddy, -",Dr.Shaheed Ali (9491622688),M2 - General Medicine
PHC-RAMULABANDA,Government-DPH,"Nalgonda, Nalgonda, -",Dr B. Nehru Naik (9848630680),M2 - General Medicine
PHC-RAMULABANDA,Government-DPH,"Nalgonda, Nalgonda, -",Dr. B. Nithin Goutham (9573087708),M2 - General Medicine
PHC-RANGAMPET,Government-DPH,"Medak, Kulcharam, -",Dr.Samreena Fathima (9848486169),M2 - General Medicine
PHC-RAYAPARTHY W,Government-DPH,"Warangal, Raiparthy, -",Dr.B.Venkatesh (9676559080),M2 - General Medicine
PHC-RCPURAM,Government-DPH,"Sangareddy, Ramchandrapuram, GHMC",Dr P. Nagaraja Kumari (9704289774),M2 - General Medicine
PHC-REBBANA,Government-DPH,"Komaram Bheem, Rebbena, -",Dr J Muralidher (9121543525),M2 - General Medicine
PHC-REDDYPALLY,Government-DPH,"Medak, Narsapur, -",Dr Priya Darshini (9618131095),M2 - General Medicine
PHC-REGODE,Government-DPH,"Medak, Regode, -",Dr.Ambika Samuel (9394719370),M2 - General Medicine
PHC-REGODE,Government-DPH,"Medak, Regode, -",Dr.Swetha (9494820915),M2 - General Medicine
PHC-REGONDA,Government-DPH,"Jayashankar, Regonda, -",Dr.K.Matha Devi (6305196669),M2 - General Medicine
PHC-REGONDA,Government-DPH,"Jayashankar, Regonda, -",Dr. S.Niharika (9949820050),M2 - General Medicine
PHC-RENJAL,Government-DPH,"Nizamabad, Renjal, -",Dr.B.Sharon Shini Christina (9666119801),M2 - General Medicine
PHC-REPALA,Government-DPH,"Suryapet, Munagala, -",Dr.L.Dilipkumar (9704816207),M2 - General Medicine
PHC-RHCPTC,Government-DPH,"Sangareddy, Patancheru, GHMC",Dr Gopi Kumar Naidu (9440710444),M2 - General Medicine
PHC-RHCPTC,Government-DPH,"Sangareddy, Patancheru, GHMC",Dr Sowjanya (9985022262),M2 - General Medicine
PHC-ROMPALLY,Government-DPH,"Komaram Bheem, Tiryani, -",Dr.P Harshavardhan (7702822825),M2 - General Medicine
PHC-RUDRUR,Government-DPH,"Nizamabad, Rudrur, -",Dr.K.Dilip Kumar (9494422619),M2 - General Medicine
PHC-Regalla,Government-DPH,"Badradri, Laxmidevipalli, -",Dr. Sudheer (9908399822),M2 - General Medicine
PHC-Rompedu,Government-DPH,"Badradri, Yellandu, -",Dr.K. Sandhya Rani (9177990988),M2 - General Medicine
PHC-S. N. Puram,Government-DPH,"Badradri, Cherla, -",Dr. S. Mounika (9704195556),M2 - General Medicine
PHC-SADASHIV NAGAR,Government-DPH,"Kamareddy, Kamareddy, -",Dr.Idris Gori (9701686723),M2 - General Medicine
PHC-SADASHIV NAGAR,Government-DPH,"Kamareddy, Kamareddy, -",Dr.Arjuman Nazeera (9701686720),M2 - General Medicine
PHC-SAIDAPUR,Government-DPH,"Karimnagar, V. Saidapur, -",Dr.Syed Farheen Fathima (9700376819),M2 - General Medicine
PHC-SALOORA,Government-DPH,"Nizamabad, Bodhan, -",Dr D Rekha (9912078910),M2 - General Medicine
PHC-SANGEM,Government-DPH,"Warangal, Sangem, -",Dr.P.Ashok (6305506954),M2 - General Medicine
PHC-SANGEM,Government-DPH,"Warangal, Sangem, -",Dr.B.Chinni Krishna (9704837462),M2 - General Medicine
PHC-SARDANA,Government-DPH,"Medak, Havelighanapur, -",Dr. Chandrashekar Rao (9390234787),M2 - General Medicine
PHC-SAROORNAGAR,Government-DPH,"Rangareddy, Saroornagar, GHMC",Dr P Archana (9848332070),M2 - General Medicine
PHC-SAROORNAGAR,Government-DPH,"Rangareddy, Saroornagar, GHMC",Dr Radha Krishna (9177232639),M2 - General Medicine
PHC-SHABAD,Government-DPH,"Rangareddy, Shabad, -",Dr P Kavitha (6309522372),M2 - General Medicine
PHC-SHABAD,Government-DPH,"Rangareddy, Shabad, -",Dr Indira Priya Darshini (9618044847),M2 - General Medicine
PHC-SHALIGOWRARAM,Government-DPH,"Nalgonda, Shali Gouraram, -",Dr.D.Venkanna (9908540769),M2 - General Medicine
PHC-SHANKARAMPET A,Government-DPH,"Medak, Shankarampet[A], -",Dr. Pushpalatha (7416165995),M2 - General Medicine
PHC-SHANKARAMPET R,Government-DPH,"Medak, Shankarampet[R], -",Dr. Sravani (9000601696),M2 - General Medicine
PHC-SHANKARAPATNAM,Government-DPH,"Karimnagar, Shankarapatnam, -",Dr.Shakeer Ahmed (9059555705),M2 - General Medicine
PHC-SHANKERPALLY,Government-DPH,"Rangareddy, Shankarpally, Shankarpally",Dr Revathi (9703082118),M2 - General Medicine
PHC-SHARAJIPET,Government-DPH,"Yadadri, Alair, -",Dr.Shiva Varma (9703802283),M2 - General Medicine
PHC-SHIVAMPET,Government-DPH,"Medak, Shivampet, -",Dr. Bhavani (9666408513),M2 - General Medicine
PHC-SIDDALOOR,Government-DPH,"Vikarabad, Vikarabad, VIKARABAD",Dr Mourya Prashmsa (8106123122),M2 - General Medicine
PHC-SIDDAPUR,Government-DPH,"Nagarkurnool, Achampeta, -",Dr.R.Suresh Babu (9985659890),M2 - General Medicine
PHC-SIDDAPUR,Government-DPH,"Nagarkurnool, Achampeta, -",Dr.G.Srikanth (7013143465),M2 - General Medicine
PHC-SINGANNAGUDEM,Government-DPH,"Siddipet, Mulug, -",Dr.T.Padmavathi (9440486846),M2 - General Medicine
PHC-SIRGAPUR,Government-DPH,"Sangareddy, Sirgapoor, -",Dr. Narender (7993024923),M2 - General Medicine
PHC-SIRGAPUR,Government-DPH,"Sangareddy, Sirgapoor, -",Dr. S. Nikitha (7993024923),M2 - General Medicine
PHC-SIRIGARIPALLI,Government-DPH,"Siddipet, Gajwel, -",Dr B Mahesh Kumar (9182423834),M2 - General Medicine
PHC-SIRPUR-U,Government-DPH,"Komaram Bheem, Sirpur (U), -",Dr. K. Vinod Kumar (9398377984),M2 - General Medicine
PHC-SRIRANGAVARAM,Government-DPH,"Medchal, Medchal, -",D.Sailaja (8106584432),M2 - General Medicine
PHC-SUBLAID,Government-DPH,"Khammam, Thirumalayapalem, -",Dr.Anitha V.M. (9989930311),M2 - General Medicine
PHC-Sayedpur,Government-DPH,"Adilabad, Bela, -",Dr Vinod (9440637877),M2 - General Medicine
PHC-Sayedpur,Government-DPH,"Adilabad, Bela, -",Vacancy (),M2 - General Medicine
PHC-Shanthinagar,Government-DPH,"Adilabad, Adilabad Urban, Adilabad",Dr.N.Kranthi Kumar (9985154680),M2 - General Medicine
PHC-Shanthinagar,Government-DPH,"Adilabad, Adilabad Urban, Adilabad",Dr.M.Samanth Kumar (8919820104),M2 - General Medicine
PHC-Siddapur,Government-DPH,"Hanamkonda, Hasanparthy, Warangal",Dr Naresh (9966908490),M2 - General Medicine
PHC-Sonala,Government-DPH,"Adilabad, Boath, -",Vacancy (),M2 - General Medicine
PHC-Sonala,Government-DPH,"Adilabad, Boath, -",Vacancy (),M2 - General Medicine
PHC-Sujathanagar,Government-DPH,"Badradri, Sujathanagar, -",Dr.B.Nagamani (7013619658),M2 - General Medicine
PHC-Sulahnagar,Government-DPH,"Badradri, Tekulapally, -",Dr.M .Sukrutha (8074147881),M2 - General Medicine
PHC-TADOOR,Government-DPH,"Nagarkurnool, Tadoor, -",Dr.Krishnaiah (7989480954),M2 - General Medicine
PHC-TADOOR,Government-DPH,"Nagarkurnool, Tadoor, -",Dr. S. Praveen (7671044196),M2 - General Medicine
PHC-TAMSI,Government-DPH,"Adilabad, Tamsi, -",Dr. Vani Devi Rathod (9494402072),M2 - General Medicine
PHC-TANDUR,Government-DPH,"Mancherial, Tandur, -",Dr. Jhanshi (9908232535),M2 - General Medicine
PHC-TANGUTUR,Government-DPH,"Rangareddy, Shankarpally, Shankarpally",Dr.S.J.Phebe (9490934105),M2 - General Medicine
PHC-TANOOR,Government-DPH,"Nirmal, Tanur, -",Dr Jadhav Subash (9640190162),M2 - General Medicine
PHC-TEEGALAVENI,Government-DPH,"Mahabubabad, Gudur, -",Dr Ambareesha (9440166578),M2 - General Medicine
PHC-TEKMAL,Government-DPH,"Medak, Tekmal, -",Dr.Indira Banoth (8247023271),M2 - General Medicine
PHC-TELKAPALLY,Government-DPH,"Nagarkurnool, Telkapalle, -",Dr.A.Dasharatham (8897909711),M2 - General Medicine
PHC-TELKAPALLY,Government-DPH,"Nagarkurnool, Telkapalle, -",Dr.P.Mounica (9849345989),M2 - General Medicine
PHC-THALLADA,Government-DPH,"Khammam, Thallada, -",Dr.T Sreekanth Ddo (9885523484),M2 - General Medicine
PHC-THALLADA,Government-DPH,"Khammam, Thallada, -",D Dr.V Navya Kanth Contract Mo (8465067682),M2 - General Medicine
PHC-THALLAGURIJALA,Government-DPH,"Mancherial, Bellampally, Bellampalli",Dr. Kumar Swamy (8801551953),M2 - General Medicine
PHC-THALLAPET,Government-DPH,"Mancherial, Dandepally, -",Dr. Sphurana (9494308936),M2 - General Medicine
PHC-THALLAPET,Government-DPH,"Mancherial, Dandepally, -",Dr. Hareesh (9949993552),M2 - General Medicine
PHC-THANGADAPALLY,Government-DPH,"Yadadri, Choutuppal, -",Dr. Shiva Prasad (8639746486),M2 - General Medicine
PHC-THANGADAPALLY,Government-DPH,"Yadadri, Choutuppal, -",Dr. Harsha Reddy (9581222230),M2 - General Medicine
PHC-THANGALLAPALLI,Government-DPH,"Rajanna, Thangallapalli, -",Dr.V.Santhosh Kumar (7981305406),M2 - General Medicine
PHC-THATIKONDA,Government-DPH,"Jangaon, Ghanpur(Station), -",Dr.Vijay (9951260029),M2 - General Medicine
PHC-THEEGUL,Government-DPH,"Siddipet, Jagdevpur, -",Dr K Niveditha (9000365305),M2 - General Medicine
PHC-THIMMAJIPET,Government-DPH,"Nagarkurnool, Thimmajipeta, -",Dr.T.Manjulavani (9866851661),M2 - General Medicine
PHC-THIMMAPUR,Government-DPH,"Karimnagar, Thimmapur (L.M.D.), -",Dr.A.Srinivas (9492727148),M2 - General Medicine
PHC-THIMMAPUR,Government-DPH,"Siddipet, Dubbak, -",Dr.G.Bhargavi (9550928028),M2 - General Medicine
PHC-THIPPARTHI,Government-DPH,"Nalgonda, Thipparthi, -",Dr. N. Anusha (7093309220),M2 - General Medicine
PHC-THIPPARTHI,Government-DPH,"Nalgonda, Thipparthi, -",Dr M. Pradeep Babu (),M2 - General Medicine
PHC-THIRYANI,Government-DPH,"Komaram Bheem, Tiryani, -",K Shyam Kumar (9885485425),M2 - General Medicine
PHC-THIUMALAGIRI,Government-DPH,"Suryapet, Thirumalagiri, -",Dr.P.Prashanth Babu (9966746477),M2 - General Medicine
PHC-THOGUTA,Government-DPH,"Siddipet, Thoguta, -",Dr.S.Prathibha Gayathri (9849024182),M2 - General Medicine
PHC-THOTAPALLY,Government-DPH,"Nagarkurnool, Kalwakurthy, -",Dr.D.Priyanka Rani (9866921005),M2 - General Medicine
PHC-THOTAPALLY,Government-DPH,"Siddipet, Bejjanki, -",Dr. Ps Vinod Bobji (9391174331),M2 - General Medicine
PHC-THRIPURAVARAM,Government-DPH,"Suryapet, Ananthagiri, -",Dr.N.Kalyanchakravarthy (9885407703),M2 - General Medicine
PHC-THURKAPALLY,Government-DPH,"Yadadri, Thurkapally, -",Dr.Ravindrani (6301459408),M2 - General Medicine
PHC-THURKAPALLY,Government-DPH,"Sangareddy, Narayankhed, -",Dr.Rajeshwar (9000333350),M2 - General Medicine
PHC-TK PALLY,Government-DPH,"Rangareddy, Talakondapalle, -",Dr.Saradha (9640612838),M2 - General Medicine
PHC-Talamadugu,Government-DPH,"Adilabad, Talamadugu, -",Dr .Naveen Reddy (9160375765),M2 - General Medicine
PHC-Thadicharla,Government-DPH,"Jayashankar, Malhar Rao, -",Dr.Domakuntla.Deepak (9492781963),M2 - General Medicine
PHC-UPPAIR,Government-DPH,"Jogulamba, Dharur, -",Dr Shashikala (9440914257),M2 - General Medicine
PHC-UPPAIR,Government-DPH,"Jogulamba, Dharur, -",Dr Jayaraj (8328506364),M2 - General Medicine
PHC-USHEGOAM,Government-DPH,"Komaram Bheem, Jainoor, -",Dr.M.Sathyanarayana (841111356),M2 - General Medicine
PHC-USHEGOAM,Government-DPH,"Komaram Bheem, Jainoor, -",Dr. Bharath (9515354610),M2 - General Medicine
PHC-UTHNOOR,Government-DPH,"Kamareddy, Sadasivanagar, Yellareddy",Dr. A. Harikrishna (7095427045),M2 - General Medicine
PHC-Ulvanoor,Government-DPH,"Badradri, Palwancha, -",Dr. Sudheer (9908399822),M2 - General Medicine
PHC-Uppal,Government-DPH,"Hanamkonda, Kamalapur, -",Dr Rohith (9014472617),M2 - General Medicine
PHC-V.T. NAGAR,Government-DPH,"Nalgonda, Chintha Pally, -",Dr. Abdul Sattar Imran Md (9951975554),M2 - General Medicine
PHC-V.T. NAGAR,Government-DPH,"Nalgonda, Chintha Pally, -",Dr. Chinthakindi Jamuna (8639902020),M2 - General Medicine
PHC-VALIGONDA,Government-DPH,"Yadadri, Valigonda, -",Dr.Pavan (9848059303),M2 - General Medicine
PHC-VALLABHI,Government-DPH,"Khammam, Mudigonda, -",Dr Arshida Begum (9703617576),M2 - General Medicine
PHC-VANGOOR,Government-DPH,"Nagarkurnool, Vangoor, -",Dr.Krishnaiah (8019796766),M2 - General Medicine
PHC-VANGOOR,Government-DPH,"Nagarkurnool, Vangoor, -",Dr.B.Shailaja (9866647787),M2 - General Medicine
PHC-VARKATAPALLY,Government-DPH,"Yadadri, Valigonda, -",Dr. Swamy (8978305341),M2 - General Medicine
PHC-VATVARLAPALLY,Government-DPH,"Nagarkurnool, Amrabad, -",Dr.R.Suresh Babu (998565890),M2 - General Medicine
PHC-VATVARLAPALLY,Government-DPH,"Nagarkurnool, Amrabad, -",Dr.M.Mahesh Nagendra (9492815262),M2 - General Medicine
PHC-VAVILALA,Government-DPH,"Karimnagar, Jammikunta, -",Dr.Thulasi Das (9966590591),M2 - General Medicine
PHC-VEDDELINGAPUR,Government-DPH,"Jagtial, Raikal, -",Dr.P.Praveen Kumar (9849553322),M2 - General Medicine
PHC-VEDDELINGAPUR,Government-DPH,"Jagtial, Raikal, -",Dr.K.Sathish Kumar (6303486249),M2 - General Medicine
PHC-VEENAVANKA,Government-DPH,"Karimnagar, Veenavanka, -",Dr.Shyam Prasad (9989916159),M2 - General Medicine
PHC-VELDANDA,Government-DPH,"Nagarkurnool, Veldanda, -",Dr.R.Tilak Cas (9296956128),M2 - General Medicine
PHC-VELDHI,Government-DPH,"Karimnagar, Manakondur, -",Dr.K.G.M.Biyabani (7702644226),M2 - General Medicine
PHC-VELMINEDU,Government-DPH,"Nalgonda, Chityala, -",Dr.U.Narsimha (8121630217),M2 - General Medicine
PHC-VELPUR,Government-DPH,"Nizamabad, Velpur, -",Dr M Ashok (8639220386),M2 - General Medicine
